system,Precision@5,Recall@5,MAP@5,MRR@5,NDCG@5,Precision@10,Recall@10,MAP@10,MRR@10,NDCG@10
Hybrid_RRF_BM25Plus-BGE-M3,0.6625,0.2702876066666827,0.8477430555555555,0.8875,0.882647842385485,0.6,0.4668922123066145,0.7579983052248677,0.8875,0.8520446192720557
