system,Precision@5,Recall@5,MAP@5,MRR@5,NDCG@5,Precision@10,Recall@10,MAP@10,MRR@10,NDCG@10
Hybrid_RRF_BM25Plus_MXBAI,0.675,0.2585593465009226,0.8193576388888889,0.85625,0.8625623090303614,0.5875,0.44506820423939986,0.7458594045256991,0.85625,0.8361333439689018
