system,Precision@5,Recall@5,MAP@5,MRR@5,NDCG@5
Hybrid_RRF_BM25Plus_BGE-M3_Mistral_Listwise_Top5,0.65,0.2723990658093919,0.790625,0.840625,0.8431476899291126
